ID,file_name,impd_filename,in_file,contr_year,data_source,site_name,site_code,contributor,Longitude,Latitude,first_year,last_year,first_scar,last_scar,n_trees,tree_species,area_sampled_ha,ref_ID
Girar_O14,,,FALSE,2020,NAFSS,Ontario Lake 14,O14,"Girardin, M.P. & Tardif, J.C.",-94.824444,50.028333,1763,2012,1840,1980,192,PIBN,314,Waito_2018_Ecosphere
Girar_O15,,,FALSE,2020,NAFSS,Ontario Lake 15,O15,"Girardin, M.P. & Tardif, J.C.",-94.9825,50.008056,1779,2012,1805,1980,131,PIBN,314,Waito_2018_Ecosphere
Griss_BCK,usbck001.fhx,usbck001.fhx,TRUE,2004,IMPD,Benson Creek,BCK,Grissino_Mayer_HD,-106.8666667,37.13333333,1622,1994,1651,1948,23,PIPO,200,Grissino-Mayer_2004_Ecology
Griss_BCN,usbcn001.fhx,usbcn001.fhx,TRUE,2004,IMPD,Burnette Canyon,BCN,Grissino_Mayer_HD,-108.1333333,37.58333333,1674,1994,1729,1880,8,PIPO,50,Grissino-Mayer_2004_Ecology
Griss_CAL,uscal001.fhx,uscal001.fhx,TRUE,2004,IMPD,El Calderon,CAL,Grissino_Mayer_HD,-107.9833,34.9833,1558,1992,1567,1951,5,PIPO,,Grissino-Mayer_IMPD_CAL
Griss_CAN,uscan001.fhx,uscan001.fhx,TRUE,2009,IMPD,Candelaria,CAN,Grissino_Mayer_HD,-108.076,34.9924,1471,1992,1590,1955,20,PIPO,,Grissino-Mayer_IMPD_CAN
Griss_CBE,uscbe001.fhx,uscbe001.fhx,TRUE,2008,IMPD,Cerro Bandera East,CBE,Grissino_Mayer_HD,-108.094327,34.991841,1563,1991,1598,1939,32,PIPO,,Grissino-Mayer_IMPD_CBE
Griss_CBN,uscbn001.fhx,uscbn001.fhx,TRUE,2004,IMPD,Cerro Bandera North,CBN,Grissino_Mayer_HD,-108.100531,35.004699,1361,1993,1387,1964,35,PIPO,,Grissino-Mayer_IMPD_CBN
Griss_CER,uscer001.fhx,uscer001.fhx,TRUE,2004,IMPD,Cerro Rendija,CER,Grissino_Mayer_HD,-108.121007,34.953399,1548,1992,1589,1932,11,PIPO,,Grissino-Mayer_IMPD_CER
Griss_CMP,uscmp001.fhx,uscmp001.fhx,TRUE,2004,IMPD,"Camp Point, Mount Graham",CMP,Grissino_Mayer_HD,-109.9166667,32.695957,1534,1993,1546,1893,50,"PIPO, PISF",8,"Grissino-Mayer_1995_techrep, Swetnam_1996_inproc"
Griss_FPC,usfpc001.fhx,usfpc001.fhx,TRUE,2004,IMPD,Five Pine Canyon,FPC,Grissino_Mayer_HD,-108.6833333,37.68333333,1247,1994,1365,1987,16,PIPO,200,Grissino-Mayer_2004_Ecology
Griss_HCK2,ushck002.fhx,ushck002.fhx,TRUE,2004,IMPD,Hermosa Creek,HCK_2,Grissino_Mayer_HD,-107.8333333,37.46666667,1550,1994,1616,1989,23,PIPO,50,Grissino-Mayer_2004_Ecology
Griss_HFL,ushfl001.fhx,ushfl001.fhx,TRUE,2004,IMPD,Hoya de Cibola Lava Flow,HFL,Grissino_Mayer_HD,-108.1463889,34.89416667,1333,1991,1367,1989,23,PIPO,12.6,Grissino-Mayer_1995_Diss
Griss_KIP,uskip001.fhx,uskip001.fhx,TRUE,2004,IMPD,Hidden Kipuka,KIP,Grissino_Mayer_HD,-108.062832,34.896541,1570,1991,1624,1976,13,PIPO,,Grissino-Mayer_1995_Diss
Griss_LAM,uslam001.fhx,uslam001.fhx,TRUE,2004,IMPD,La Marchanita,LAM,Grissino_Mayer_HD,-108.0614853,34.985302,1342,1991,1367,1900,37,PIPO,,Grissino-Mayer_1995_Diss
Griss_LEM,uslem001.fhx,uslem001.fhx,TRUE,2004,IMPD,"Mount Lemmon, Santa Catalina Mountains",LEM,Grissino_Mayer_HD,-110.793626,32.439289,1436,1995,1514,1887,22,PISF,40,Swetnam_2003_chptr
Griss_LWN,uslwn001.fhx,uslwn001.fhx,TRUE,2004,IMPD,Lost Woman,LWN,Grissino_Mayer_HD,-108.079,34.96583,1467,1992,1516,1976,20,PIPO,,Grissino-Mayer_1995_Diss
Griss_MES,usmes001.fhx,usmes001.fhx,TRUE,2004,IMPD,Mesita Blanca,MES,Grissino_Mayer_HD,-108.073451,34.888814,1407,1991,1447,1989,26,PIPO,,Grissino-Mayer_1995_Diss
Griss_MNT,usmnt001.fhx,usmnt001.fhx,TRUE,2004,IMPD,Monument,MNT,Grissino_Mayer_HD,-107.2,37.31666667,1524,1994,1575,1880,18,PIPO,200,Grissino-Mayer_1995_Diss
Griss_PET,uspet001.fhx,uspet001.fhx,TRUE,2004,IMPD,Peters Flat,PET,Grissino_Mayer_HD,-109.9333333,32.700508,1376,1993,1403,1946,40,"PIPO, PISF",10,"Grissino-Mayer_1995_techrep, Swetnam_1996_inproc"
Griss_PLT,usplt001.fhx,usplt001.fhx,TRUE,2004,IMPD,Plateau,PLT,Grissino_Mayer_HD,-108.4666667,37.63333333,1555,1994,1579,1946,21,PIPO,150,Grissino-Mayer_1995_Diss
Griss_RPK,usrpk001.fhx,usrpk001.fhx,TRUE,2004,IMPD,"Rustler Park, Chiricahua Mountains",RPK,Grissino_Mayer_HD,-109.275528,31.906358,1614,1995,1644,1950,58,PIPO,78,Seklecki_1996_GTR
Griss_SMI,ussmi001.fhx,ussmi001.fhx,TRUE,2004,IMPD,Smoothing Iron,SMI,Grissino_Mayer_HD,-108.35,37.53333333,1622,1994,1664,1977,23,PIPO,200,Grissino-Mayer_2004_Ecology
Griss_TCD,ustcd001.fhx,ustcd001.fhx,TRUE,2004,IMPD,Taylor Creek,TCD,Grissino_Mayer_HD,-108.2166667,37.6,1686,1994,1729,1957,16,PIPO,100,Grissino-Mayer_2004_Ecology
Griss_TRS,ustrs001.fhx,ustrs001.fhx,TRUE,2004,IMPD,Turkey Springs,TRS,Grissino_Mayer_HD,-107.1666667,37.3,1495,1994,1545,1880,28,PIPO,200,Grissino-Mayer_2004_Ecology
Guite_ABC,ABC.fhx,usabc001.fhx,TRUE,2024,NAFSN,Above Box Canyon,ABC,Guiterman_CH,-109.054,33.73632,1525,1992,1658,1884,6,PIPO,2,Unpublished
Guite_ADCG,ADCG.fhx,usadg001.fhx,TRUE,2024,NAFSN,Alpine Divide Campground,ADCG,Guiterman_CH,-109.151,33.89486,1643,1974,1702,1879,5,PIPO,3.6,Unpublished
Guite_BCW,,,FALSE,2024,NAFSS,Black Cap West,BCW,Guiterman_CH,-71.08491,44.0454369,,,,,,PIRE,0.1,Unpublished
Guite_CBN,,,FALSE,2023,NAFSS,Cow Brook North,CBN,Guiterman_CH,-71.1906693,44.089237,,,,,,PIRE,,Unpublished
Guite_CER,CER.fhx,uscer002.fhx,TRUE,2019,NAFSS,Chuska East Ridge,CER,Guiterman_CH,-108.849,36.07672,1309,1984,1504,1879,8,"PIPO, PSME",1,Guiterman_2019_Ecosphere
Guite_DKL,DKL_revised.fhx,usdkl001.fhx,TRUE,2019,NAFSS,Duck Lake,DKL,Guiterman_CH,-108.906,36.12386,1336,1985,1476,1893,12,PIPO,35.3,Guiterman_2019_Ecosphere
Guite_DLM,DLM.fhx,usdlm001.fhx,TRUE,2024,NAFSN,Duck Lake Meadow,DLM,Guiterman_CH,-109.488,33.84729,1565,1890,1654,1879,6,PIPO,8,Unpublished
Guite_FFe,FFe_07-01-18_1.fhx,usffe001.fhx,TRUE,2019,NAFSS,Falling Irons,FFe,Guiterman_CH,-109.032,36.17914,1467,2016,1510,1896,38,"PIPO, PSME",78,Guiterman_2019_Ecosphere
Guite_GCG,GCG.fhx,usgcg001.fhx,TRUE,2024,NAFSN,Grayling Campground,GCG,Guiterman_CH,-109.415,33.87358,1563,2020,1627,1878,5,"PIPO, PISF",1,Unpublished
Guite_GHM,,,FALSE,2022,NAFSS,Green Hills Middle Mountain,GHM,Guiterman_CH,-71.08915,44.037849,,,,,,PIRE,,Unpublished
Guite_GHP,,,FALSE,2023,NAFSS,Green Hills Peaked Mountain,GHP,Guiterman_CH,-71.094702,44.044178,,,,,,PIRE,,Unpublished
Guite_GHR,,,FALSE,2024,NAFSS,Green Hills Rattlesnake,GHR,Guiterman_CH,-71.09353,44.028975,,,,,,PIRE,0.1,Unpublished
Guite_HSCG,HSCG.fhx,ushsc001.fhx,TRUE,2024,NAFSN,Horse Springs Campground,HSCG,Guiterman_CH,-109.348,33.78643,1495,2011,1648,2011,9,PIPO,6.4,Unpublished
Guite_KCS,KCS.fhx,uskcs001.fhx,TRUE,2019,NAFSS,Kailcheebito Spring,KCS,Guiterman_CH,-109.147,35.9326,1372,2016,1481,1886,13,PIPO,4.3,Guiterman_2019_Ecosphere
Guite_LLK,LLK.fhx,usllk001.fhx,TRUE,2024,NAFSN,Luna Lake,LLK,Guiterman_CH,-109.073,33.83774,1559,2022,1656,2012,7,PIPO,1.3,Unpublished
Guite_MCU,MCS-U.fhx,usmcu001.fhx,TRUE,2019,NAFSS,Monument Canyon Upper,MCU,Guiterman_CH,-109.283,35.99692,1446,1963,1595,1871,5,PIPO,1,Guiterman_2019_Ecosphere
Guite_MPB,MPB.fhx,usmpb001.fhx,TRUE,2019,NAFSS,Mesa Penabetosa,MPB,Guiterman_CH,-106.687,36.08939,1302,2013,1473,2010,15,"PIPO, QUGA, JUSC",340,Guiterman_2018_Ecosystems
Guite_MSN,,,FALSE,2024,NAFSS,Mount Stanton North,MSN,Guiterman_CH,-71.22998,44.099626,,,,,,PIRE,0.1,Unpublished
Guite_MTB,,,FALSE,2023,NAFSS,Moat Brook,MTB,Guiterman_CH,-71.1520861,44.0269713,,,,,,PIRE,,Unpublished
Guite_MTS,,,FALSE,2024,NAFSS,Mount Stanton,MTS,Guiterman_CH,-71.2234,44.09723,,,,,,PIRE,0.1,Unpublished
Guite_NBC,NBC.fhx,usnbc001.fhx,TRUE,2019,NAFSS,Natural Bridges Canyon,NBC,Guiterman_CH,-109.149,35.7106,1254,2016,1396,1902,9,PIPO,1.3,Guiterman_2019_Ecosphere
Guite_PCS,PCS.fhx,uspcs001.fhx,TRUE,2019,NAFSS,Pine Canyon South,PCS,Guiterman_CH,-109.34,35.57216,1072,1962,1323,1876,14,PIPO,10,Guiterman_2019_Ecosphere
Guite_PGM,PGM.fhx,uspgm001.fhx,TRUE,2019,NAFSS,Peggy Mesa,PGM,Guiterman_CH,-106.795,35.72287,1555,2013,1625,1993,9,"PIPO, QUGA",32,Guiterman_2015_TRR
Guite_PNH,PNH_3-14-18_1.fhx,uspnh001.fhx,TRUE,2019,NAFSS,Piney Hill,PNH,Guiterman_CH,-109.179,35.7512,735,2017,817,1879,22,PIPO,67,Guiterman_2019_Ecosphere
Guite_PRS,PRS.fhx,usprs001.fhx,TRUE,2024,NAFSN,Poplar Slope,PRS,Guiterman_CH,-109.469,34.00759,1520,2016,1685,1899,6,"PIPO, PISF",0.4,Unpublished
Guite_RDC,RDC.fhx,usrdc001.fhx,TRUE,2019,NAFSS,Redondo Creek,RDC,Guiterman_CH,-106.591,35.87604,1345,2014,1467,2013,25,"PIPO, QUGA, PISF",76,Guiterman_2018_Ecosystems
Guite_REP01,REP01.fhx,,TRUE,2022,NAFSS,Red Eagle Pond,REP01,Guiterman_CH,-71.152821,43.994602,1839,2020,1871,1900,5,PIRE,1.5,Unpublished
Guite_SMW,,,FALSE,2024,NAFSS,South Moat West,SMW,Guiterman_CH,-71.19399,44.01183,,,,,,PIRE,0.1,Unpublished
Guite_SNN,SNN.fhx,ussnn001.fhx,TRUE,2019,NAFSS,Senorito North,SNN,Guiterman_CH,-106.861,36.00373,1170,2013,1250,1899,26,"PIPO, QUGA",292,Guiterman_2018_Ecosystems
Guite_SNS,SNS.fhx,ussns001.fhx,TRUE,2019,NAFSS,Senorito South,SNS,Guiterman_CH,-106.866,35.97852,1376,2013,1480,1991,13,"PIPO, QUGA",243,Guiterman_2018_Ecosystems
Guite_SPC,SPC.fhx,usspc001.fhx,TRUE,2019,NAFSS,San Pablo Canyon,SPC,Guiterman_CH,-106.847,35.9664,1596,2014,1714,1989,20,"PIPO, QUGA",191,Guiterman_2018_Ecosystems
Guite_SQN,SQN.fhx,ussqn001.fhx,TRUE,2019,NAFSS,Squirrel Springs North,SQN,Guiterman_CH,-108.884,35.9175,1384,2016,1462,2011,18,"PIPO, PSME",11,Guiterman_2019_Ecosphere
Guite_SS,S&S.fhx,ustlr002.fhx,TRUE,2019,NAFSS,Toh-ni-tsa Lookout Road,TLR,Guiterman_CH,-108.953,36.15452,1529,1986,1679,1870,4,PIPO,1.4,"Savage_1990_Ecology, Guiterman_2019_Ecosphere"
Guite_STM,,,FALSE,2024,NAFSS,Stiles Mountain,STM,Guiterman_CH,-70.94819,44.24234,,,,,,PIRE,0.1,Unpublished
Guite_SWW,SWW.fhx,ussww001.fhx,TRUE,2019,NAFSS,Scattered Willow Wash,SWW,Guiterman_CH,-109.225,35.79067,1134,2016,1333,1879,21,PIPO,18,Guiterman_2019_Ecosphere
Guite_TCS,TCS.fhx,ustcs001.fhx,TRUE,2024,NAFSN,Thompson Creek South,TCS,Guiterman_CH,-109.487,33.88114,1649,2010,1733,1904,8,"PIPO, PISF",3,Unpublished
Guite_TLK,TLK_10-24-18_1.fhx,ustlk001.fhx,TRUE,2019,NAFSS,Tohatchi Lookout,TLK,Guiterman_CH,-108.838,35.9343,1293,2017,1377,1925,32,PIPO,79,Guiterman_2019_Ecosphere
Guyet_ALY,usaly001.fhx,usaly001.fhx,TRUE,2004,IMPD,"Alley Spring, NPS",ALY,Guyette,-91.45,37.15,1741,1972,1751,1915,15,PIEC,33,Guyette_1997_InProc
Guyet_BCR,usbcr001.fhx,usbcr001.fhx,TRUE,2004,IMPD,Boone Creek Barrens,BCR,Guyette,-86.47,38.13,1655,1999,1656,1992,27,QUST,75,Guyette_2006_GTR
Guyet_GMT,usgmt001.fhx,usgmt001.fhx,TRUE,2004,IMPD,Granite Mountain,GMT,Guyette,-92.48,36.18,1670,2000,1735,1972,26,PIEC,100,Stambaugh_2006_AMN
Guyet_HCK,ushck003.fhx,ushck003.fhx,TRUE,2004,IMPD,Huckleberry Creek Barrens,HCK,Guyette,-86.07,35.43,1721,2002,1768,1936,28,QUST,30,Stambaugh_2016_FireEcol
Guyet_MF5,usmf5001.fhx,usmf5001.fhx,TRUE,2004,IMPD,Missouri Ozark Forest Ecosystem Project (MOFEP) Site 5,MF5,Guyette,-91.05,37.17,1671,1991,1705,1915,23,PIEC,10,Stambaugh_2008_FEM
Guyet_MF6,usmf6001.fhx,usmf6001.fhx,TRUE,2004,IMPD,Missouri Ozark Forest Ecosystem Project (MOFEP) Site 6,MF6,Guyette,-91.03,37.18,1652,1915,1713,1910,21,PIEC,15,Stambaugh_2008_FEM
Harle_BPK,,,FALSE,2019,NAFSS,Big Pine Key,BPK,Harley_GL,-81.3789,24.70703,1707,2010,1721,2009,71,PIEL,,Harley_2013_IJWF
Harle_DSV,,,FALSE,2019,NAFSS,Death Scar Valley,DSV,Harley_GL,-89.03,30.95,1760,1939,1780,1919,15,PIPA,,White_2016_Ecosphere
Harle_FGR,,,FALSE,2019,NAFSS,Fern Gulley Ridge,FGR,Harley_GL,-89.04,31.17,1756,2014,1771,2011,16,"PIEL, PIPA",,White_2016_Ecosphere
Harle_KCP,,,FALSE,2019,NAFSS,King's Creek,KCP,Harley_GL,-112.267,37.64499,1433,2017,1518,2007,13,PIPO,,Unpublished
Harle_NNK,,,FALSE,2019,NAFSS,No Name Key,NNK,Harley_GL,-81.3272,24.696,1779,2009,1818,2003,32,PIEL,,Harley_2014_AAAG
Harve_bul,,,FALSE,2020,NAFSS,Bull Canyon,bul,Harvey_J,-123.346,52.0533,1514,2012,1540,1952,18,PSME,600,Harvey_2017_EA
Harve_CCPA,cacpa001.fhx,cacpa001.fhx,TRUE,2017,IMPD,Churn Creek Protected Area,CCPA,Harvey_J,-122.292,51.45,1436,2012,1586,2000,92,PSME,7000,Harvey_2017_EA
Harve_chi,,,FALSE,2020,NAFSS,Chilko,chi,Harvey_J,-123.6241,52.0929,1599,2012,1727,1883,22,PSME,600,Harvey_2017_EA
Harve_dan,,,FALSE,2020,NAFSS,Dante's Inferno,dan,Harvey_J,-122.8191,51.8818,1393,2012,1627,1896,17,PSME,600,Harvey_2017_EA
Harve_far,,,FALSE,2020,NAFSS,Farwell Canyon,far,Harvey_J,-122.5175,51.842,1613,2012,1693,1896,17,PSME,600,Harvey_2017_EA
Harve_han,,,FALSE,2020,NAFSS,Hanceville,han,Harvey_J,-122.9833,51.9403,1677,2012,1769,1896,15,PSME,600,Harvey_2017_EA
Harve_mea,,,FALSE,2020,NAFSS,Meadow Lake,mea,Harvey_J,-121.946,51.4039,1602,2012,1682,1945,21,PSME,600,Harvey_2017_EA
Harve_red,,,FALSE,2020,NAFSS,Redstone,red,Harvey_J,-123.9113,52.1644,1570,2012,1682,1945,24,PSME,600,Harvey_2017_EA
Harve_tat,,,FALSE,2020,NAFSS,Tatlayoko Lake,tat,Harvey_J,-124.6102,51.8636,1738,2012,1843,1911,4,PSME,600,Harvey_2017_EA
Herri_2206,,,FALSE,2020,NAFSS,White Mtns 104,2206,Herriges_J,-146.788851,65.381758,1666,1992,1992,1992,3,"PCMA, PCSP",0.003,Olson_2019_AKdb
Herri_2229,,,FALSE,2020,NAFSS,White Mtns 239,2229,Herriges_J,-147.845002,65.2605,1843,2001,1977,1977,3,"PCMA, PCSP",0.003,Olson_2019_AKdb
Herri_2240,,,FALSE,2020,NAFSS,White Mtns 312,2240,Herriges_J,-145.895455,65.508047,1726,2001,1924,1924,2,PCMA,0.003,Olson_2019_AKdb
Herri_2244,,,FALSE,2020,NAFSS,White Mtns 319,2244,Herriges_J,-147.633086,65.653685,1797,1956,1956,1956,4,PCMA,0.003,Olson_2019_AKdb
Herri_2250,,,FALSE,2020,NAFSS,White Mtns 334,2250,Herriges_J,-147.50139,65.464391,1778,1987,1987,1987,4,PCMA,0.003,Olson_2019_AKdb
Herri_2251,,,FALSE,2020,NAFSS,White Mtns 335,2251,Herriges_J,-147.613678,65.775061,1690,1988,1988,1988,3,PCGL,0.003,Olson_2019_AKdb
Herri_2267,,,FALSE,2020,NAFSS,White Mtns 371,2267,Herriges_J,-145.415189,65.769085,1854,2001,1898,1898,1,PCGL,0.003,Olson_2019_AKdb
Herri_2270,,,FALSE,2020,NAFSS,White Mtns 378,2270,Herriges_J,-148.053265,65.587928,1926,1999,1999,1999,5,PCMA,0.003,Olson_2019_AKdb
Herri_2291,,,FALSE,2020,NAFSS,White Mtns 432,2291,Herriges_J,-144.840564,65.26211,1889,1999,1999,1999,3,PCMA,0.003,Olson_2019_AKdb
Herri_2305,,,FALSE,2020,NAFSS,White Mtns 456,2305,Herriges_J,-147.54945,65.41661,1735,1987,1986,1987,4,"PCMA, PCGL",0.003,Olson_2019_AKdb
Herri_2316,,,FALSE,2020,NAFSS,White Mtns 501B,2316,Herriges_J,-147.91738,65.38398,1826,2002,1956,1956,1,PCMA,0.003,Olson_2019_AKdb
Herri_2319,,,FALSE,2020,NAFSS,White Mtns 501E,2319,Herriges_J,-147.91738,65.38398,1926,2002,1957,1957,1,PCGL,0.003,Olson_2019_AKdb
Herri_2322,,,FALSE,2020,NAFSS,White Mtns 510,2322,Herriges_J,-147.36298,65.42795,1715,1987,1986,1987,6,PCMA,0.003,Olson_2019_AKdb
Herri_2323,,,FALSE,2020,NAFSS,White Mtns 511,2323,Herriges_J,-147.3792,65.43476,1678,1987,1986,1987,5,PCMA,0.003,Olson_2019_AKdb
Herri_2324,,,FALSE,2020,NAFSS,White Mtns 512,2324,Herriges_J,-147.38442,65.43997,1851,1987,1986,1987,6,PCMA,0.003,Olson_2019_AKdb
Herri_2325,,,FALSE,2020,NAFSS,White Mtns 513,2325,Herriges_J,-147.63604,65.4429,1842,2002,1987,1987,1,PCMA,0.003,Olson_2019_AKdb
Herri_2326,,,FALSE,2020,NAFSS,White Mtns 513B,2326,Herriges_J,-147.63604,65.4429,1797,2003,1969,1969,2,PCMA,0.003,Olson_2019_AKdb
Hessl_PKP,PKN.FHX,uspkn001.fhx,TRUE,2019,NAFSS,Pike Knob Preserve,PKN,Hessl_AH,-79.43842,38.667864,1801,2008,1868,1974,25,PIRE,,Hessl_2011_CJFR
Hessl_TMP,TMP.FHX,ustmp001.fhx,TRUE,2019,NAFSS,Pike Knob,TMP,Hessl_AH,-79.424013,38.672974,1770,2010,1887,1953,15,PIPU,,Hessl_2011_CJFR
Hessl_TNC,TNC.FHX,ustnc001.fhx,TRUE,2019,NAFSS,Pike Knob,TNC,Hessl_AH,-79.440986,38.671521,1850,2001,1885,1962,16,QURU,0.06,Hessl_2011_CJFR
Heyer_ABM18R,ABM18R.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 18R,ABM18R,Heyerdahl_EK,-109.4663301,37.84659178,1789,2003,1909,1931,2,"ABCO, PCEN",0.059,Heyerdahl_2011_GTR
Heyer_ABM18S,ABM18S.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 18S,ABM18S,Heyerdahl_EK,-109.4672333,37.84194414,1748,2003,1756,1756,1,PCEN,0.069,Heyerdahl_2011_GTR
Heyer_ABM19G,ABM19G.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 19G,ABM19G,Heyerdahl_EK,-109.4596268,37.89562145,1326,2003,1389,1886,8,PIPO,0.327,Heyerdahl_2011_GTR
Heyer_ABM20E,ABM20E.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 20E,ABM20E,Heyerdahl_EK,-109.453744,37.90500719,1409,1932,1558,1871,5,PIPO,0.209,Heyerdahl_2011_GTR
Heyer_ABM20F,ABM20F.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 20F,ABM20F,Heyerdahl_EK,-109.4538383,37.90050229,1328,2003,1414,1879,6,"PIPO, QUGA",0.16,Heyerdahl_2011_GTR
Heyer_ABM20G,ABM20G.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 20G,ABM20G,Heyerdahl_EK,-109.4539325,37.89599739,1583,2003,1604,1886,3,PIPO,0.663,Heyerdahl_2011_GTR
Heyer_ABM20J,ABM20J.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 20J,ABM20J,Heyerdahl_EK,-109.4542152,37.88248266,1916,2003,1947,1947,1,QUGA,0.024,Heyerdahl_2011_GTR
Heyer_ABM20N,ABM20N.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 20N,ABM20N,Heyerdahl_EK,-109.4545917,37.86446297,1800,2003,1835,1875,2,"PCEN, PSME",0.082,Heyerdahl_2011_GTR
Heyer_ABM21H,ABM21H.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 21H,ABM21H,Heyerdahl_EK,-109.4483422,37.89141768,1558,2003,1579,1923,10,PIPO,0.352,Heyerdahl_2011_GTR
Heyer_ABM21I,ABM21I.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 21I,ABM21I,Heyerdahl_EK,-109.4484368,37.88691278,1378,1796,1434,1685,2,PIPO,0.427,Heyerdahl_2011_GTR
Heyer_ABM22G,ABM22G.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 22G,ABM22G,Heyerdahl_EK,-109.4425533,37.89629796,1120,2000,1494,1879,17,PIPO,0.194,Heyerdahl_2011_GTR
Heyer_ABM22H,ABM22H.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 22H,ABM22H,Heyerdahl_EK,-109.4426578,37.89134259,1461,1831,1471,1806,2,PIPO,0.197,Heyerdahl_2011_GTR
Heyer_ABM22I,ABM22I.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 22I,ABM22I,Heyerdahl_EK,-109.4427527,37.88683771,1349,1987,1395,1879,5,PIPO,0.237,Heyerdahl_2011_GTR
Heyer_ABM22L,ABM22L.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 22L,ABM22L,Heyerdahl_EK,-109.4430373,37.87332303,1933,2003,1943,1943,1,PSME,0.029,Heyerdahl_2011_GTR
Heyer_ABM23G,ABM23G.fhx,usabm001.fhx,TRUE,2021,IMPD,Abajo Mountain plot 23G,ABM23G,Heyerdahl_EK,-109.4368685,37.89622259,1623,2003,1763,1879,3,PIPO,0.457,Heyerdahl_2011_GTR
Heyer_AJT,mxajt001.fhx,mxajt001.fhx,TRUE,2004,IMPD,Alto del Jiguital (AJT),AJT,Heyerdahl_EK,-106.881,25.453,1669,1995,1696,1991,22,unknown,3,Heyerdahl_2003_InColl
Heyer_ALF,mxalf001.fhx,mxalf001.fhx,TRUE,2004,IMPD,Arroyo de las Flores (ALF),ALF,Heyerdahl_EK,-105.25,23.622,1779,1995,1826,1991,22,unknown,5,Heyerdahl_2003_InColl
Heyer_BBE-15C,BBE-15C.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 15C,BBE-15C,Heryerdahl_EK,-119.7154081,44.41689772,1407,2011,1528,1846,5,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-15D,BBE-15D.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 15D,BBE-15D,Heryerdahl_EK,-119.7092245,44.41708968,1438,1854,1499,1829,7,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-15E,BBE-15E.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 15E,BBE-15E,Heryerdahl_EK,-119.7029067,44.41709542,1448,2011,1598,1846,8,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-15F,BBE-15F.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 15F,BBE-15F,Heryerdahl_EK,-119.7060452,44.41372609,1413,1841,1580,1840,4,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-16C,BBE-16C.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 16C,BBE-16C,Heryerdahl_EK,-119.715736,44.41258666,1477,2011,1503,1846,6,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-16D,BBE-16D.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 16D,BBE-16D,Heryerdahl_EK,-119.709113,44.41250098,1573,2011,1652,1846,3,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-16E,BBE-16E.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 16E,BBE-16E,Heryerdahl_EK,-119.7026994,44.41259901,1683,1848,1706,1846,3,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-16F,BBE-16F.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 16F,BBE-16F,Heryerdahl_EK,-119.6964752,44.41271922,1563,2011,1611,1846,5,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-17C,BBE-17C.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 17C,BBE-17C,Heryerdahl_EK,-119.7151005,44.40781237,1566,2011,1652,1808,3,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-17D,BBE-17D.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 17D,BBE-17D,Heryerdahl_EK,-119.7087797,44.40827765,1659,1840,1688,1795,2,PIPO,0.5,Heyerdahl_2019_CJFR
Heyer_BBE-17E,BBE-17E.fhx,usbee002.fhx,TRUE,2018,IMPD,Black Bear plot 17E,BBE-17E,Heryerdahl_EK,-119.7030395,44.40826069,1488,2011,1598,1846,2,PIPO,0.5,Heyerdahl_2019_CJFR
